Measurand,Direction,Nominal value,Tolerance 1 -d,Tolerance 1 +d,Tolerance 2 -d,Tolerance 2 +d,Tolerance 3 -d,Tolerance 3 +d
NLSTS0140_U_BA,Z,626.28,-1.02,1.02,-2.04,2.04,-3.05,3.05
NLSTS0058_R_BA,X,682.64,,,,,,
NLSTS0058_R_BA,Y,-659.56,-1.17,1.17,-2.34,2.34,-3.5,3.5
NLSTS0058_R_BA,Z,907.47,,,,,,
NRRVO0001_U_CA,X,-315.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRRVO0001_U_CA,Y,729,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRRVO0001_U_CA,Z,498.1,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0226_V_BA,X,2525.35,-1.06,1.06,-2.12,2.12,-3.19,3.19
NLSTS0226_V_BA,Y,-807.33,,,,,,
NLSTS0226_V_BA,Z,679.05,,,,,,
0099L-0099R,Y,1207.88,,,,,,
0099L-0099R,XRV,0,,,,,,
0099L-0099R,YRV,0,,,,,,
0099L-0099R,ZRV,0,,,,,,
0099L-0099R,XLV,0,,,,,,
0099L-0099R,YLV,0,,,,,,
0099L-0099R,ZLV,0,,,,,,
NRSHI0848_L_DG,X,2681.12,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0848_L_DG,Y,609.97,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0848_L_DG,Z,852.68,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSTS0212_L_BA,X,2547.21,,,,,,
NLSTS0212_L_BA,Y,-653.46,-1.03,1.03,-2.06,2.06,-3.1,3.1
NLSTS0212_L_BA,Z,938.76,,,,,,
HLSTI0004,X,781.98,-0.38,0.38,-0.5,0.5,-1.5,1.5
HLSTI0004,Y,-628.52,-0.38,0.38,-0.5,0.5,-1.5,1.5
HLSTI0004,Z,913.95,-0.38,0.38,-0.5,0.5,-1.5,1.5
NRSTS0129_R_BA,X,3446.3,-0.76,0.76,-1.52,1.52,-2.28,2.28
NRSTS0129_R_BA,Y,689.41,-0.83,0.83,-1.66,1.66,-2.5,2.5
NRSTS0129_R_BA,Z,663.55,,,,,,
NRSTS0002_R_HA,X,3059.23,-1.14,1.14,-1.2,1.2,-3.6,3.6
NRSTS0002_R_HA,Y,797.98,-1.14,1.14,-1.2,1.2,-3.6,3.6
NRSTS0002_R_HA,Z,302.71,-1.14,1.14,-1.2,1.2,-3.6,3.6
NLSTS0117_H_BA,X,3496.03,-0.94,0.94,-0.99,0.99,-2.98,2.98
NLSTS0117_H_BA,Y,-614.84,-0.45,0.45,-0.47,0.47,-2.5,0.5
NLSTS0117_H_BA,Z,703,-0.47,0.47,-0.49,0.49,-1.46,1.46
PP_R_2,X,3557.05,-0.5,0.5,-1,1,-1.5,1.5
PP_R_2,Y,378.93,,,,,,
PP_R_2,Z,282.23,,,,,,
NRSHI0833_L_CA,X,2530.31,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0833_L_CA,Y,567.8,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0833_L_CA,Z,996.69,-0.15,0.15,-0.2,0.2,-0.6,0.6
112L-112R-neutral,X,3479.08,,,,,,
112L-112R-neutral,Y,0,,,,,,
112L-112R-neutral,Z,736.98,,,,,,
112L-112R-neutral,XRV,0,,,,,,
112L-112R-neutral,YRV,0,,,,,,
112L-112R-neutral,ZRV,0,,,,,,
112L-112R-neutral,XLV,0,,,,,,
112L-112R-neutral,YLV,0,,,,,,
112L-112R-neutral,ZLV,0,,,,,,
NLSTS0149_L_BA,X,3206.24,,,,,,
NLSTS0149_L_BA,Y,-805.25,-1.18,1.18,-2.36,2.36,-3.53,3.53
NLSTS0149_L_BA,Z,504.49,,,,,,
MRLVS0002_HDDG,X,-647.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
MRLVS0002_HDDG,Y,488,-1.2,1.2,-2.4,2.4,-3.6,3.6
MRLVS0002_HDDG,Z,144.88,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRSTS0130_U_BA,X,3444.97,,,,,,
NRSTS0130_U_BA,Y,687.96,,,,,,
NRSTS0130_U_BA,Z,660.53,-1.2,1.2,-2.4,2.4,-3.59,3.59
RPS2_ALN1,X,2710.58,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS2_ALN1,Y,526.9,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS2_ALN1,Z,166.29,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLDAS0013KO_BA,X,1551.07,,,,,,
NLDAS0013KO_BA,Y,-419.29,,,,,,
NLDAS0013KO_BA,Z,1152.82,-1,1,-2,2,-2.99,2.99
NRSTS0099_L_BA,X,3052.59,,,,,,
NRSTS0099_L_BA,Y,603.94,-1.18,1.18,-2.36,2.36,-3.53,3.53
NRSTS0099_L_BA,Z,831.82,,,,,,
MLLVV1050_UDHA,X,-513.04,-0.15,0.15,-0.2,0.2,-0.6,0.6
MLLVV1050_UDHA,Y,-512.15,-0.15,0.15,-0.2,0.2,-0.6,0.6
MLLVV1050_UDHA,Z,132.47,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSTS0213_U_BA,X,2543.56,,,,,,
NRSTS0213_U_BA,Y,650.55,,,,,,
NRSTS0213_U_BA,Z,929.9,-0.92,0.92,-1.84,1.84,-2.78,2.78
NLSTS0214_L_BA,X,2611.46,,,,,,
NLSTS0214_L_BA,Y,-712.11,-1.1,1.1,-2.2,2.2,-3.3,3.3
NLSTS0214_L_BA,Z,808.36,,,,,,
NRSTS0150_U_BA,X,3207.06,,,,,,
NRSTS0150_U_BA,Y,802.71,,,,,,
NRSTS0150_U_BA,Z,501.64,-1.08,1.08,-2.16,2.16,-3.24,3.24
NLSTS0004_R_AA,X,937.9,,,,,,
NLSTS0004_R_AA,Y,-606.27,-1.17,1.17,-2.34,2.34,-3.52,3.52
NLSTS0004_R_AA,Z,1034.83,,,,,,
MLESB1201_HDLE,X,462,-1.5,1.5,-3,3,-4.5,4.5
MLESB1201_HDLE,Y,-664,-1.5,1.5,-3,3,-4.5,4.5
MLESB1201_HDLE,Z,568.75,-1.5,1.5,-3,3,-4.5,4.5
110L-110R-neutral,Y,1232.94,-0.71,0.71,-0.75,0.75,-3,3
NLABS0002_V_DG,X,3527.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLABS0002_V_DG,Y,-502.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLABS0002_V_DG,Z,312.2,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSVO0001_R_CA,X,595.2,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSVO0001_R_CA,Y,-671.2,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSVO0001_R_CA,Z,809.35,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLDAA0018_O_BA,X,931.71,,,,,,
NLDAA0018_O_BA,Y,0,,,,,,
NLDAA0018_O_BA,Z,1077.31,-1.06,1.06,-1.12,1.12,-3.37,3.37
MRLVS1001_HDEG,X,-647.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
MRLVS1001_HDEG,Y,488,-1.2,1.2,-2.4,2.4,-3.6,3.6
MRLVS1001_HDEG,Z,289.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0023_L_AA,X,1300,,,,,,
NLSTS0023_L_AA,Y,-746.3,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0023_L_AA,Z,-63.5,,,,,,
NLSTS0145_L_BA,X,3185.81,,,,,,
NLSTS0145_L_BA,Y,-805.1,-1.18,1.18,-2.36,2.36,-3.53,3.53
NLSTS0145_L_BA,Z,523.24,,,,,,
NLSTS0112_R_BA,X,3479.08,,,,,,
NLSTS0112_R_BA,Y,-614,-1.12,1.12,-1.18,1.18,-4.14,2.94
NLSTS0112_R_BA,Z,736.98,,,,,,
MRBLE0007_LDLE,X,2900.19,-1,1,-2,2,-3,3
MRBLE0007_LDLE,Y,590,-1,1,-2,2,-3,3
MRBLE0007_LDLE,Z,782.74,-1,1,-2,2,-3,3
130L-304L-DZ,Z,58.32,,,,,,
130L-304L-DZ,XRV,0,,,,,,
130L-304L-DZ,YRV,0,,,,,,
130L-304L-DZ,ZRV,0,,,,,,
130L-304L-DZ,XLV,0,,,,,,
130L-304L-DZ,YLV,0,,,,,,
130L-304L-DZ,ZLV,0,,,,,,
NLSTS0177_L_BA,X,588.01,,,,,,
NLSTS0177_L_BA,Y,-728.2,-0.99,0.99,-1.04,1.04,-3.12,3.12
NLSTS0177_L_BA,Z,808.13,,,,,,
NRSTS0064_O_BA,X,1001.82,,,,,,
NRSTS0064_O_BA,Y,599.53,,,,,,
NRSTS0064_O_BA,Z,1063.7,-1.09,1.09,-2.18,2.18,-3.26,3.26
NLSTS0263_O_BA,X,505.44,,,,,,
NLSTS0263_O_BA,Y,-853.35,,,,,,
NLSTS0263_O_BA,Z,-12.01,-1.18,1.18,-2.36,2.36,-3.54,3.54
NLSTS0053_U_BA,X,475.09,-0.74,0.74,-1.48,1.48,-2.21,2.21
NLSTS0053_U_BA,Y,-752.95,-0.46,0.46,-0.92,0.92,-1.38,1.38
NLSTS0053_U_BA,Z,721.97,-0.83,0.83,-1.66,1.66,-2.49,2.49
NLSHI0848_R_DG,X,2681.12,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0848_R_DG,Y,-609.97,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0848_R_DG,Z,852.68,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRDAS0016KV_BA,X,1684.09,-1,1,-2,2,-3,3
NRDAS0016KV_BA,Y,289.77,,,,,,
NRDAS0016KV_BA,Z,1161.73,,,,,,
NLDAS0003KO_BA,X,1128.79,,,,,,
NLDAS0003KO_BA,Y,0,,,,,,
NLDAS0003KO_BA,Z,1129.42,-0.98,0.98,-1.96,1.96,-2.96,2.96
NRSTS0143_R_BA,X,3181.04,,,,,,
NRSTS0143_R_BA,Y,795.23,-1.12,1.12,-2.24,2.24,-3.36,3.36
NRSTS0143_R_BA,Z,564.69,,,,,,
NLSTS0188_L_BA,X,1397.93,,,,,,
NLSTS0188_L_BA,Y,-600.26,-0.94,0.94,-0.99,0.99,-2.97,2.97
NLSTS0188_L_BA,Z,1093.64,,,,,,
NRABS0001_V_CA,X,3527.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0001_V_CA,Y,502.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0001_V_CA,Z,312.2,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0202_U_BA,X,1624.32,,,,,,
NLSTS0202_U_BA,Y,-592.84,-0.64,0.64,-1.28,1.28,-1.91,1.91
NLSTS0202_U_BA,Z,1096.22,-1.02,1.02,-2.04,2.04,-3.05,3.05
124L-124R-neutral,X,3506.2,,,,,,
124L-124R-neutral,Y,0,0,0,,,-2,2
124L-124R-neutral,Z,667.2,,,,,,
NLDAS0014KR_BA,X,1551.17,,,,,,
NLDAS0014KR_BA,Y,-416.83,-1,1,-2,2,-3,3
NLDAS0014KR_BA,Z,1150.56,,,,,,
NLSTS0118_R_BA,X,3494.34,,,,,,
NLSTS0118_R_BA,Y,-611.76,-1.14,1.14,-1.2,1.2,-4.19,2.99
NLSTS0118_R_BA,Z,703.83,,,,,,
NRSTS0110_L_BA,X,3449.67,,,,,,
NRSTS0110_L_BA,Y,616.47,-1.12,1.12,-1.18,1.18,-2.93,3.83
NRSTS0110_L_BA,Z,746.16,,,,,,
NRSTS0043_V_BA,X,425.63,-0.98,0.98,-1.96,1.96,-2.93,2.93
NRSTS0043_V_BA,Y,721.15,,,,,,
NRSTS0043_V_BA,Z,748.1,,,,,,
NRSTS0140_U_BA,X,3278.24,-0.63,0.63,-1.26,1.26,-1.9,1.9
NRSTS0140_U_BA,Y,755.22,,,,,,
NRSTS0140_U_BA,Z,626.28,-1.02,1.02,-2.04,2.04,-3.05,3.05
PP_L_3,X,3557,-0.5,0.5,-1,1,-1.5,1.5
PP_L_3,Y,-378,,,,,,
PP_L_3,Z,342,,,,,,
NLDAS0016KV_BA,X,1684.09,-1,1,-2,2,-3,3
NLDAS0016KV_BA,Y,-289.77,,,,,,
NLDAS0016KV_BA,Z,1161.73,,,,,,
NRSTS0280_U_BA,X,2865.65,,,,,,
NRSTS0280_U_BA,Y,863.71,,,,,,
NRSTS0280_U_BA,Z,336.71,-1.03,1.03,-2.06,2.06,-3.1,3.1
MLBLE0008_RDLE,X,2850,-1,1,-2,2,-3,3
MLBLE0008_RDLE,Y,-590,-1,1,-2,2,-3,3
MLBLE0008_RDLE,Z,743,-1,1,-2,2,-3,3
NRSLA0033_H_AA,X,3452.51,-0.94,0.94,-1.88,1.88,-2.83,2.83
NRSLA0033_H_AA,Y,611.42,,,,,,
NRSLA0033_H_AA,Z,394.69,,,,,,
NLDAS0007KO_BA,X,1135.93,,,,,,
NLDAS0007KO_BA,Y,-289.85,,,,,,
NLDAS0007KO_BA,Z,1123.97,-0.98,0.98,-1.96,1.96,-2.95,2.95
NLDAS0019KO_BA,X,1688.35,,,,,,
NLDAS0019KO_BA,Y,0,,,,,,
NLDAS0019KO_BA,Z,1170.2,-1,1,-2,2,-3,3
NLABS0005_V_LD,X,3573.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLABS0005_V_LD,Y,-137.38,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLABS0005_V_LD,Z,314,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRSTS0017_R_AA,X,3185.51,,,,,,
NRSTS0017_R_AA,Y,809.23,-1.18,1.18,-2.36,2.36,-3.53,3.53
NRSTS0017_R_AA,Z,495.9,,,,,,
NLSTS0055_R_BA,X,439.67,,,,,,
NLSTS0055_R_BA,Y,-713.02,-1.17,1.17,-2.34,2.34,-3.5,3.5
NLSTS0055_R_BA,Z,757.7,,,,,,
RPS105_ALN2,X,-469.11,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS105_ALN2,Y,-522.47,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS105_ALN2,Z,211.06,-0.15,0.15,-0.2,0.2,-0.6,0.6
MLBLE0007_RDLE,X,2900.19,-1,1,-2,2,-3,3
MLBLE0007_RDLE,Y,-590,-1,1,-2,2,-3,3
MLBLE0007_RDLE,Z,782.74,-1,1,-2,2,-3,3
NRSTS0215_V_BA,X,2606.75,-0.92,0.92,-1.84,1.84,-2.75,2.75
NRSTS0215_V_BA,Y,708.66,,,,,,
NRSTS0215_V_BA,Z,809.35,,,,,,
NRSTS0178_U_BA,X,591.35,-0.64,0.64,-0.67,0.67,-2.02,2.02
NRSTS0178_U_BA,Y,725.8,,,,,,
NRSTS0178_U_BA,Z,802.16,-0.84,0.84,-0.88,0.88,-2.65,2.65
NLDAA0048_ORAA,X,1622.37,,,,,,
NLDAA0048_ORAA,Y,-544.97,,,,,,
NLDAA0048_ORAA,Z,1140.77,-1.13,1.13,-1.19,1.19,-3.56,3.56
NLSTS0064_O_BA,X,1001.82,,,,,,
NLSTS0064_O_BA,Y,-599.53,,,,,,
NLSTS0064_O_BA,Z,1063.7,-1.09,1.09,-2.18,2.18,-3.26,3.26
NRSTS0137_R_BA,X,3321.8,,,,,,
NRSTS0137_R_BA,Y,747.82,-1.12,1.12,-2.24,2.24,-3.36,3.36
NRSTS0137_R_BA,Z,652.16,,,,,,
NLSTS0215_V_BA,X,2606.75,-0.92,0.92,-1.84,1.84,-2.75,2.75
NLSTS0215_V_BA,Y,-708.66,,,,,,
NLSTS0215_V_BA,Z,809.35,,,,,,
106L-106R-DY,Y,1256.92,-0.38,1.52,-0.4,1.6,-1.8,4.2
NRSTS0011_L_AA,X,440.19,,,,,,
NRSTS0011_L_AA,Y,712.86,-1.17,1.17,-2.34,2.34,-3.5,3.5
NRSTS0011_L_AA,Z,756.86,,,,,,
RPS1_ALN1,X,-272.36,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS1_ALN1,Y,474.27,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS1_ALN1,Z,170.23,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSLA0033_H_AA,X,3452.51,-0.94,0.94,-1.88,1.88,-2.83,2.83
NLSLA0033_H_AA,Y,-611.42,,,,,,
NLSLA0033_H_AA,Z,394.69,,,,,,
NRABS0005_V_LD,X,3573.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0005_V_LD,Y,137.38,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0005_V_LD,Z,314,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRSTS0075_O_BA,X,1622.64,,,,,,
NRSTS0075_O_BA,Y,557.2,,,,,,
NRSTS0075_O_BA,Z,1142.97,-1.12,1.12,-2.24,2.24,-3.37,3.37
NRSTS0139_R_BA,X,3277.32,,,,,,
NRSTS0139_R_BA,Y,757.23,-1.1,1.1,-2.2,2.2,-3.31,3.31
NRSTS0139_R_BA,Z,629.1,,,,,,
NRSTS0010_R_AA,X,2597.07,,,,,,
NRSTS0010_R_AA,Y,873.43,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRSTS0010_R_AA,Z,402.1,,,,,,
NRSTS0149_R_BA,X,3206.24,,,,,,
NRSTS0149_R_BA,Y,805.25,-1.18,1.18,-2.36,2.36,-3.53,3.53
NRSTS0149_R_BA,Z,504.49,,,,,,
NRSTS0106_L_BA,X,3263.77,,,,,,
NRSTS0106_L_BA,Y,628.46,-1.12,1.12,-1.18,1.18,-2.93,4.13
NRSTS0106_L_BA,Z,774.68,,,,,,
NLSTS0001_L_HA,X,414,-1.14,1.14,-1.2,1.2,-3.6,3.6
NLSTS0001_L_HA,Y,-787.5,-1.14,1.14,-1.2,1.2,-3.6,3.6
NLSTS0001_L_HA,Z,450,-1.14,1.14,-1.2,1.2,-3.6,3.6
NRSTS0024_R_AA,X,419.5,,,,,,
NRSTS0024_R_AA,Y,745,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRSTS0024_R_AA,Z,-64.5,,,,,,
NLSTS0189_U_BA,X,1398.36,,,,,,
NLSTS0189_U_BA,Y,-598.78,,,,,,
NLSTS0189_U_BA,Z,1086.66,-0.96,0.96,-1.01,1.01,-3.05,3.05
MRLVV1050_UDHA,X,-510.07,-0.15,0.15,-0.2,0.2,-0.6,0.6
MRLVV1050_UDHA,Y,514.69,-0.15,0.15,-0.2,0.2,-0.6,0.6
MRLVV1050_UDHA,Z,136.03,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSTS0229_L_BA,X,2504.27,,,,,,
NLSTS0229_L_BA,Y,-836.46,-1.12,1.12,-2.24,2.24,-3.37,3.37
NLSTS0229_L_BA,Z,642.19,,,,,,
NRSTS0118_L_BA,X,3494.34,,,,,,
NRSTS0118_L_BA,Y,611.76,-1.14,1.14,-1.2,1.2,-2.99,4.19
NRSTS0118_L_BA,Z,703.83,,,,,,
NLSTS0102_R_BA,X,3135.26,,,,,,
NLSTS0102_R_BA,Y,-618.1,-1.03,1.03,-1.08,1.08,-3.86,2.66
NLSTS0102_R_BA,Z,801.33,0,0,0,0,0,0
PP_R_1,X,3538.74,-0.5,0.5,-1,1,-1.5,1.5
PP_R_1,Y,467.52,,,,,,
PP_R_1,Z,299.82,,,,,,
RPS105_ALN1,X,-219.14,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS105_ALN1,Y,-466.05,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS105_ALN1,Z,164.3,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSTS0177_R_BA,X,588.01,,,,,,
NRSTS0177_R_BA,Y,728.2,-0.99,0.99,-1.04,1.04,-3.12,3.12
NRSTS0177_R_BA,Z,808.13,,,,,,
PP_L_4,X,3575,-0.5,0.5,-1,1,-1.5,1.5
PP_L_4,Y,-136,,,,,,
PP_L_4,Z,343,,,,,,
NRDAA0033_O_BA,X,2446.69,,,,,,
NRDAA0033_O_BA,Y,530.18,,,,,,
NRDAA0033_O_BA,Z,1063.07,-1.08,1.08,-1.14,1.14,-3.41,3.41
NLRVO0001_U_CA,X,-315.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLRVO0001_U_CA,Y,-729,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLRVO0001_U_CA,Z,498.1,-1.2,1.2,-2.4,2.4,-3.6,3.6
MLLVS0002_HDDG,X,-647.5,-1.2,1.2,-2.4,2.4,-3.6,3.6
MLLVS0002_HDDG,Y,-488,-1.2,1.2,-2.4,2.4,-3.6,3.6
MLLVS0002_HDDG,Z,144.88,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0086_O_BA,X,2421.11,,,,,,
NLSTS0086_O_BA,Y,-565,,,,,,
NLSTS0086_O_BA,Z,1068.24,-1.11,1.11,-2.22,2.22,-3.33,3.33
NRSTS0222_V_BA,X,2536.33,-1.07,1.07,-2.14,2.14,-3.21,3.21
NRSTS0222_V_BA,Y,778.78,,,,,,
NRSTS0222_V_BA,Z,695.93,-0.54,0.54,-1.08,1.08,-1.61,1.61
NRDAS0015KO_BA,X,1686.46,,,,,,
NRDAS0015KO_BA,Y,289.92,,,,,,
NRDAS0015KO_BA,Z,1164.04,-1,1,-2,2,-3,3
NLSTS0024_L_AA,X,419.5,,,,,,
NLSTS0024_L_AA,Y,-745,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSTS0024_L_AA,Z,-64.5,,,,,,
NLSTS0262_L_BA,X,505.67,,,,,,
NLSTS0262_L_BA,Y,-861.8,-1.13,1.13,-2.26,2.26,-3.4,3.4
NLSTS0262_L_BA,Z,-25.4,-0.4,0.4,-0.8,0.8,-1.19,1.19
NRSTS0148_O_BA,X,3208.35,,,,,,
NRSTS0148_O_BA,Y,801.53,,,,,,
NRSTS0148_O_BA,Z,513.24,-1.06,1.06,-2.12,2.12,-3.2,3.2
112L-112R-DY,Y,1228,0,0,0,0,,
NRSTS0072_O_BA,X,1524.49,,,,,,
NRSTS0072_O_BA,Y,560.12,,,,,,
NRSTS0072_O_BA,Z,1139.93,-1.12,1.12,-2.24,2.24,-3.35,3.35
PP_L_5,X,3575.23,-0.5,0.5,-1,1,-1.5,1.5
PP_L_5,Y,-135.66,,,,,,
PP_L_5,Z,281.93,,,,,,
NRSTS0058_L_BA,X,682.64,,,,,,
NRSTS0058_L_BA,Y,659.56,-1.17,1.17,-2.34,2.34,-3.5,3.5
NRSTS0058_L_BA,Z,907.47,,,,,,
NLSTS0150_U_BA,X,3207.06,,,,,,
NLSTS0150_U_BA,Y,-802.71,,,,,,
NLSTS0150_U_BA,Z,501.64,-1.08,1.08,-2.16,2.16,-3.24,3.24
NRSTS0117_H_BA,X,3496.03,-0.94,0.94,-0.99,0.99,-2.98,2.98
NRSTS0117_H_BA,Y,614.84,-0.45,0.45,-0.47,0.47,-1,2
NRSTS0117_H_BA,Z,703,-0.47,0.47,-0.49,0.49,-1.46,1.46
NRSTS0093_L_BA,X,2491.24,,,,,,
NRSTS0093_L_BA,Y,563.42,-1.18,1.18,-2.36,2.36,-3.53,3.53
NRSTS0093_L_BA,Z,1041.55,,,,,,
NLSTS0236_V_BA,X,2262.43,-1,1,-2,2,-2.99,2.99
NLSTS0236_V_BA,Y,-866.32,,,,,,
NLSTS0236_V_BA,Z,277.27,,,,,,
NRSTS0005_O_AA,X,3330.07,-0.18,0.18,-0.36,0.36,-0.54,0.54
NRSTS0005_O_AA,Y,628.63,-0.4,0.4,-0.8,0.8,-1.21,1.21
NRSTS0005_O_AA,Z,767.37,-1.12,1.12,-2.24,2.24,-3.35,3.35
RPS5_ALN1,X,2896.97,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS5_ALN1,Y,-494.61,-0.15,0.15,-0.2,0.2,-0.6,0.6
RPS5_ALN1,Z,110.31,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSTS0174_R_LE,X,399.35,-1.5,1.5,-3,3,-4.5,4.5
NRSTS0174_R_LE,Y,798.38,-1.5,1.5,-3,3,-4.5,4.5
NRSTS0174_R_LE,Z,138.2,-1.5,1.5,-3,3,-4.5,4.5
NLSTS0137_L_BA,X,3321.8,,,,,,
NLSTS0137_L_BA,Y,-747.82,-1.12,1.12,-2.24,2.24,-3.36,3.36
NLSTS0137_L_BA,Z,652.16,,,,,,
NLSTS0213_U_BA,X,2543.56,,,,,,
NLSTS0213_U_BA,Y,-650.55,,,,,,
NLSTS0213_U_BA,Z,929.9,-0.92,0.92,-1.84,1.84,-2.78,2.78
NLSTS0221_O_BA,X,2540.7,,,,,,
NLSTS0221_O_BA,Y,-781.78,-0.64,0.64,-1.28,1.28,-1.91,1.91
NLSTS0221_O_BA,Z,697.82,-1.02,1.02,-2.04,2.04,-3.05,3.05
NRSTS0172_R_LE,X,399.27,-1.5,1.5,-3,3,-4.5,4.5
NRSTS0172_R_LE,Y,782,-1.5,1.5,-3,3,-4.5,4.5
NRSTS0172_R_LE,Z,513.84,-1.5,1.5,-3,3,-4.5,4.5
NRSLA9062_H_LE,X,3449.3,-1,1,-2,2,-3,3
NRSLA9062_H_LE,Y,617.81,-1,1,-2,2,-3,3
NRSLA9062_H_LE,Z,470,-1,1,-2,2,-3,3
MRLHU1002_ODHA,X,3011.84,-0.15,0.15,-0.2,0.2,-0.6,0.6
MRLHU1002_ODHA,Y,519.86,-0.15,0.15,-0.2,0.2,-0.6,0.6
MRLHU1002_ODHA,Z,107.97,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRDAA0011_ORAA,X,1000.71,,,,,,
NRDAA0011_ORAA,Y,587.21,,,,,,
NRDAA0011_ORAA,Z,1061.29,-1.07,1.07,-1.13,1.13,-3.39,3.39
NLSTS0172_L_LE,X,399.27,-1.5,1.5,-3,3,-4.5,4.5
NLSTS0172_L_LE,Y,-782,-1.5,1.5,-3,3,-4.5,4.5
NLSTS0172_L_LE,Z,513.84,-1.5,1.5,-3,3,-4.5,4.5
NLSTS0178_U_BA,X,591.35,-0.64,0.64,-0.67,0.67,-2.02,2.02
NLSTS0178_U_BA,Y,-725.8,,,,,,
NLSTS0178_U_BA,Z,802.16,-0.84,0.84,-0.88,0.88,-2.65,2.65
NLSTS0061_R_BA,X,937.54,,,,,,
NLSTS0061_R_BA,Y,-606.4,-1.17,1.17,-2.34,2.34,-3.52,3.52
NLSTS0061_R_BA,Z,1035.75,,,,,,
NLSTS0123_H_BA,X,3507.78,-0.89,0.89,-0.94,0.94,-2.82,2.82
NLSTS0123_H_BA,Y,-611.28,-0.55,0.55,-0.58,0.58,-1.73,1.73
NLSTS0123_H_BA,Z,667.74,-0.45,0.45,-0.47,0.47,-1.42,1.42
NRDAS0013KO_BA,X,1551.07,,,,,,
NRDAS0013KO_BA,Y,419.29,,,,,,
NRDAS0013KO_BA,Z,1152.82,-1,1,-2,2,-2.99,2.99
NRABS0006_V_LD,X,3554.53,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0006_V_LD,Y,380,-1.2,1.2,-2.4,2.4,-3.6,3.6
NRABS0006_V_LD,Z,314,-1.2,1.2,-2.4,2.4,-3.6,3.6
NLSHI0833_R_CA,X,2530.31,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0833_R_CA,Y,-567.8,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0833_R_CA,Z,996.69,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSTS0144_U_BA,X,3182.22,-0.74,0.74,-1.48,1.48,-2.22,2.22
NRSTS0144_U_BA,Y,793.15,,,,,,
NRSTS0144_U_BA,Z,562.04,-0.94,0.94,-1.88,1.88,-2.83,2.83
NLSTS0096_R_BA,X,2773.71,,,,,,
