Measurand,Direction,Nominal value,Tolerance 1 -d,Tolerance 1 +d,Tolerance 2 -d,Tolerance 2 +d,Tolerance 3 -d,Tolerance 3 +d
MRRHI1213_RVAA,Y,676.28,-1,0.5,-2,1,-3,1.5
MRRHI1213_RVAA,Z,692.58,,,,,,
MRRHD1201_ODLE,X,2613.17,-2,2,-4,4,-6,6
MRRHD1201_ODLE,Y,560.85,-2,2,-4,4,-6,6
MRRHD1201_ODLE,Z,475.5,-2,2,-4,4,-6,6
houdangbanL,X,3449.86,-4,4,-6,6,-8,8
houdangbanL,Y,0,,,,,,
houdangbanL,Z,0,,,,,,
808_NTA_BR_001,X,1046,-0.75,0.75,-1,1,-3,3
808_NTA_BR_001,Y,-650,-0.75,0.75,-1,1,-3,3
808_NTA_BR_001,Z,-57,-0.75,0.75,-1,1,-3,3
839_NTA_BR_002,X,988,-0.75,0.75,-1,1,-3,3
839_NTA_BR_002,Y,-465.5,-0.75,0.75,-1,1,-3,3
839_NTA_BR_002,Z,-49.5,-0.75,0.75,-1,1,-3,3
853_NTA_BS_001,X,1048,-0.75,0.75,-1,1,-3,3
853_NTA_BS_001,Y,4,-0.75,0.75,-1,1,-3,3
853_NTA_BS_001,Z,136.6,-0.75,0.75,-1,1,-3,3
856_NTA_BS_001,X,1886.8,-0.75,0.75,-1,1,-3,3
856_NTA_BS_001,Y,-667.8,-0.75,0.75,-1,1,-3,3
856_NTA_BS_001,Z,37.7,-0.75,0.75,-1,1,-3,3
853_NTA_BS_003,X,2110,-0.75,0.75,-1,1,-3,3
853_NTA_BS_003,Y,-660,-0.75,0.75,-1,1,-3,3
853_NTA_BS_003,Z,98.9,-0.75,0.75,-1,1,-3,3
857_NTA_BS_001,X,2731,-0.75,0.75,-1,1,-3,3
857_NTA_BS_001,Y,445,-0.75,0.75,-1,1,-3,3
857_NTA_BS_001,Z,121.9,-0.75,0.75,-1,1,-3,3
853_NTA_BS_008,X,2755,-0.75,0.75,-1,1,-3,3
853_NTA_BS_008,Y,270,-0.75,0.75,-1,1,-3,3
853_NTA_BS_008,Z,141.5,-0.75,0.75,-1,1,-3,3
853_NTA_BS_010,X,2364.5,-0.75,0.75,-1,1,-3,3
853_NTA_BS_010,Y,328.2,-0.75,0.75,-1,1,-3,3
853_NTA_BS_010,Z,136.2,-0.75,0.75,-1,1,-3,3
853_NTA_BS_009,X,1923,-0.75,0.75,-1,1,-3,3
853_NTA_BS_009,Y,594,-0.75,0.75,-1,1,-3,3
853_NTA_BS_009,Z,125,-0.75,0.75,-1,1,-3,3
853_NTA_BS_004,X,2110,-0.75,0.75,-1,1,-3,3
853_NTA_BS_004,Y,660,-0.75,0.75,-1,1,-3,3
853_NTA_BS_004,Z,98.9,-0.75,0.75,-1,1,-3,3
856_NTA_BS_002,X,1886.8,-0.75,0.75,-1,1,-3,3
856_NTA_BS_002,Y,667.8,-0.75,0.75,-1,1,-3,3
856_NTA_BS_002,Z,37.7,-0.75,0.75,-1,1,-3,3
840_NTA_BR_002,X,988,-0.75,0.75,-1,1,-3,3
840_NTA_BR_002,Y,465.5,-0.75,0.75,-1,1,-3,3
840_NTA_BR_002,Z,-49.5,-0.75,0.75,-1,1,-3,3
MRBTT1309_ODLD,X,427,-0.75,0.75,-1,1,-3,3
MRBTT1309_ODLD,Y,3.5,-0.75,0.75,-1,1,-3,3
MRBTT1309_ODLD,Z,147.5,-0.75,0.75,-1,1,-3,3
784_NTA_BR_002,X,247.6,-0.75,0.75,-1,1,-3,3
784_NTA_BR_002,Y,206.6,-0.75,0.75,-1,1,-3,3
784_NTA_BR_002,Z,558.1,-0.75,0.75,-1,1,-3,3
houdangban,X,3448.63,-4,4,-6,6,-8,8
houdangban,Y,0,,,,,,
houdangban,Z,0,,,,,,
796_NTA_BR_001,X,580,-0.75,0.75,-1,1,-3,3
796_NTA_BR_001,Y,695.9,-0.75,0.75,-1,1,-3,3
796_NTA_BR_001,Z,9.5,-0.75,0.75,-1,1,-3,3
854_NTA_BS_002,X,594,-0.75,0.75,-1,1,-3,3
854_NTA_BS_002,Y,661,-0.75,0.75,-1,1,-3,3
854_NTA_BS_002,Z,-49.4,-0.75,0.75,-1,1,-3,3
761_NTA_BR_002,X,-479.4,-0.75,0.75,-1,1,-3,3
761_NTA_BR_002,Y,519.8,-0.75,0.75,-1,1,-3,3
761_NTA_BR_002,Z,277,-0.75,0.75,-1,1,-3,3
764_NTA_BR_001,X,-30.2,-0.75,0.75,-1,1,-3,3
764_NTA_BR_001,Y,482.1,-0.75,0.75,-1,1,-3,3
764_NTA_BR_001,Z,430,-0.75,0.75,-1,1,-3,3
768_NTA_BR_001,X,-6.1,-0.75,0.75,-1,1,-3,3
768_NTA_BR_001,Y,484,-0.75,0.75,-1,1,-3,3
768_NTA_BR_001,Z,353.5,-0.75,0.75,-1,1,-3,3
MRLVV1268_LDLD,X,79,-0.75,0.75,-1,1,-3,3
MRLVV1268_LDLD,Y,386.1,-0.75,0.75,-1,1,-3,3
MRLVV1268_LDLD,Z,166,-0.75,0.75,-1,1,-3,3
MRLVV1267_LDLD,X,125,-0.75,0.75,-1,1,-3,3
MRLVV1267_LDLD,Y,376.3,-0.75,0.75,-1,1,-3,3
MRLVV1267_LDLD,Z,158,-0.75,0.75,-1,1,-3,3
769_NTA_BR_001,X,189.5,-0.75,0.75,-1,1,-3,3
769_NTA_BR_001,Y,226,-0.75,0.75,-1,1,-3,3
769_NTA_BR_001,Z,196,-0.75,0.75,-1,1,-3,3
774_NTA_BR_002,X,165,-0.75,0.75,-1,1,-3,3
774_NTA_BR_002,Y,342,-0.75,0.75,-1,1,-3,3
774_NTA_BR_002,Z,338,-0.75,0.75,-1,1,-3,3
851_NTA_BS_001,X,-26.2,-0.75,0.75,-1,1,-3,3
851_NTA_BS_001,Y,-509.9,-0.75,0.75,-1,1,-3,3
851_NTA_BS_001,Z,573.2,-0.75,0.75,-1,1,-3,3
780_NTA_BR_002,X,84.1,-0.75,0.75,-1,1,-3,3
780_NTA_BR_002,Y,-97.3,-0.75,0.75,-1,1,-3,3
780_NTA_BR_002,Z,553.3,-0.75,0.75,-1,1,-3,3
780_NTA_BR_001,X,84.1,-0.75,0.75,-1,1,-3,3
780_NTA_BR_001,Y,-23.3,-0.75,0.75,-1,1,-3,3
780_NTA_BR_001,Z,553.3,-0.75,0.75,-1,1,-3,3
780_NTA_BR_003,X,84.1,-0.75,0.75,-1,1,-3,3
780_NTA_BR_003,Y,104.7,-0.75,0.75,-1,1,-3,3
780_NTA_BR_003,Z,553.3,-0.75,0.75,-1,1,-3,3
753_NTA_BR_001,X,-470.5,-0.75,0.75,-1,1,-3,3
753_NTA_BR_001,Y,-448.5,-0.75,0.75,-1,1,-3,3
753_NTA_BR_001,Z,196,-0.75,0.75,-1,1,-3,3
763_NTA_BR_001,X,1,-0.75,0.75,-1,1,-3,3
763_NTA_BR_001,Y,-479.7,-0.75,0.75,-1,1,-3,3
763_NTA_BR_001,Z,422,-0.75,0.75,-1,1,-3,3
772_NTA_BR_001,X,162.3,-0.75,0.75,-1,1,-3,3
772_NTA_BR_001,Y,-90,-0.75,0.75,-1,1,-3,3
772_NTA_BR_001,Z,453,-0.75,0.75,-1,1,-3,3
779_NTA_BR_001,X,49.9,-0.75,0.75,-1,1,-3,3
779_NTA_BR_001,Y,-180.2,-0.75,0.75,-1,1,-3,3
779_NTA_BR_001,Z,537,-0.75,0.75,-1,1,-3,3
752_NTA_BR_002,X,-456.5,-0.75,0.75,-1,1,-3,3
752_NTA_BR_002,Y,-519.8,-0.75,0.75,-1,1,-3,3
752_NTA_BR_002,Z,279.5,-0.75,0.75,-1,1,-3,3
752_NTA_BR_001,X,-512.5,-0.75,0.75,-1,1,-3,3
752_NTA_BR_001,Y,-519.8,-0.75,0.75,-1,1,-3,3
752_NTA_BR_001,Z,279.5,-0.75,0.75,-1,1,-3,3
784_NTA_BR_001,X,280.1,-0.75,0.75,-1,1,-3,3
784_NTA_BR_001,Y,-247.6,-0.75,0.75,-1,1,-3,3
784_NTA_BR_001,Z,564.6,-0.75,0.75,-1,1,-3,3
858_NTA_BS_002,X,176,-0.75,0.75,-1,1,-3,3
858_NTA_BS_002,Y,-401,-0.75,0.75,-1,1,-3,3
858_NTA_BS_002,Z,349.5,-0.75,0.75,-1,1,-3,3
858_NTA_BS_001,X,176,-0.75,0.75,-1,1,-3,3
858_NTA_BS_001,Y,-511.8,-0.75,0.75,-1,1,-3,3
858_NTA_BS_001,Z,321.6,-0.75,0.75,-1,1,-3,3
792_NTA_BR_001,X,173.6,-0.75,0.75,-1,1,-3,3
792_NTA_BR_001,Y,-374,-0.75,0.75,-1,1,-3,3
792_NTA_BR_001,Z,218,-0.75,0.75,-1,1,-3,3
791_NTA_BR_002,X,260.9,-0.75,0.75,-1,1,-3,3
791_NTA_BR_002,Y,-530.6,-0.75,0.75,-1,1,-3,3
791_NTA_BR_002,Z,161,-0.75,0.75,-1,1,-3,3
791_NTA_BR_001,X,332.2,-0.75,0.75,-1,1,-3,3
791_NTA_BR_001,Y,-681.5,-0.75,0.75,-1,1,-3,3
791_NTA_BR_001,Z,191,-0.75,0.75,-1,1,-3,3
795_NTA_BR_001,X,580,-0.75,0.75,-1,1,-3,3
795_NTA_BR_001,Y,-695.9,-0.75,0.75,-1,1,-3,3
795_NTA_BR_001,Z,9.5,-0.75,0.75,-1,1,-3,3
795_NTA_BR_002,X,845,-0.75,0.75,-1,1,-3,3
795_NTA_BR_002,Y,-699.6,-0.75,0.75,-1,1,-3,3
795_NTA_BR_002,Z,3.7,-0.75,0.75,-1,1,-3,3
762_NTA_BR_002,X,-164.57,-0.75,0.75,-1,1,-3,3
762_NTA_BR_002,Y,-547.33,-0.75,0.75,-1,1,-3,3
762_NTA_BR_002,Z,438.48,-0.75,0.75,-1,1,-3,3
771_NTA_BR_001,X,83.7,-0.75,0.75,-1,1,-3,3
771_NTA_BR_001,Y,-259,-0.75,0.75,-1,1,-3,3
771_NTA_BR_001,Z,176,-0.75,0.75,-1,1,-3,3
773_NTA_BR_002,X,162.25,-0.75,0.75,-1,1,-3,3
773_NTA_BR_002,Y,121,-0.75,0.75,-1,1,-3,3
773_NTA_BR_002,Z,453,-0.75,0.75,-1,1,-3,3
841_NTA_BR_001,X,1439.5,-0.75,0.75,-1,1,-3,3
841_NTA_BR_001,Y,-702,-0.75,0.75,-1,1,-3,3
841_NTA_BR_001,Z,0.7,-0.75,0.75,-1,1,-3,3
842_NTA_BR_001,X,1442.5,-0.75,0.75,-1,1,-3,3
842_NTA_BR_001,Y,702,-0.75,0.75,-1,1,-3,3
842_NTA_BR_001,Z,1.2,-0.75,0.75,-1,1,-3,3
MLSWW1203_HDLD,X,171,-0.75,0.75,-1,1,-3,3
MLSWW1203_HDLD,Y,-318.08,-0.75,0.75,-1,1,-3,3
MLSWW1203_HDLD,Z,477.69,-0.75,0.75,-1,1,-3,3
MLSWW1204_HDLD,X,171,-0.75,0.75,-1,1,-3,3
MLSWW1204_HDLD,Y,-174.5,-0.75,0.75,-1,1,-3,3
MLSWW1204_HDLD,Z,480.15,-0.75,0.75,-1,1,-3,3
MLLVV1050_UDHA,X,-512.1,-0.1,0.1,-0.2,0.2,-0.3,0.3
MLLVV1050_UDHA,Y,-515.5,-0.1,0.1,-0.2,0.2,-0.3,0.3
MLLVV1050_UDHA,Z,130.06,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLVV1050_UDHA,X,-470.62,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLVV1050_UDHA,Y,515.02,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLVV1050_UDHA,Z,139.16,-0.1,0.1,-0.2,0.2,-0.3,0.3
MLLHU1002_ODHA,X,3055.04,-0.1,0.1,-0.2,0.2,-0.3,0.3
MLLHU1002_ODHA,Y,-524.18,-0.1,0.1,-0.2,0.2,-0.3,0.3
MLLHU1002_ODHA,Z,98.54,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLHU1002_ODHA,X,3052.45,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLHU1002_ODHA,Y,521.92,-0.1,0.1,-0.2,0.2,-0.3,0.3
MRLHU1002_ODHA,Z,105.05,-0.1,0.1,-0.2,0.2,-0.3,0.3
